Productnummer;Omschrijving;Inclusieve winkelprijzen;Exclusieve winkelprijzen;Persoonlijke prijs;Leverancier;LeverancierId
008729;ATUSA NR.529A FT VERLENGSTUK 5/4 GALVA;11,53;9,53;5,24;Sterck;LF7FIsS6Lh
008730;ATUSA NR.529A FT VERLENGSTUK 6/4 GALVA;16,70;13,80;7,59;Sterck;LF7FIsS6Lh
008731;ATUSA NR.529A FT VERLENGSTUK 2 GA LVA;27,83;23,00;12,65;Sterck;LF7FIsS6Lh
008291;ATUSA NR.130R EO VERLOOP-T FFF 1/2 X3/8X3/8 GALVA;5,87;4,85;2,67;Sterck;LF7FIsS6Lh
008295;ATUSA NR.130R EO VERLOOP-T FFF 1/2 X3/4X1/2 GALVA;5,66;4,68;2,57;Sterck;LF7FIsS6Lh
008301;ATUSA NR.130R EO VERLOOP-T FFF 3/4 X1/2X1/2 GALVA;4,99;4,12;2,27;Sterck;LF7FIsS6Lh
008302;ATUSA NR.130R EO VERLOOP-T FFF 3/4 X1/2X3/4 GALVA;4,63;3,83;2,11;Sterck;LF7FIsS6Lh
008304;ATUSA NR.130R EO VERLOOP-T FFF 3/4 X3/4X1/2 GALVA;5,90;4,88;2,68;Sterck;LF7FIsS6Lh
008306;ATUSA NR.130R EO VERLOOP-T FFF 3/4 X1X3/4 GALVA;9,61;7,94;4,37;Sterck;LF7FIsS6Lh
008311;ATUSA NR.130R EO VERLOOP-T FFF 1X 1/2X1/2 GALVA;10,49;8,67;4,77;Sterck;LF7FIsS6Lh
008312;ATUSA NR.130R EO VERLOOP-T FFF 1X 1/2X3/4 GALVA;7,44;6,15;3,38;Sterck;LF7FIsS6Lh
008313;ATUSA NR.130R EO VERLOOP-T FFF 1X 1/2X1 GALVA;6,06;5,01;2,76;Sterck;LF7FIsS6Lh
008314;ATUSA NR.130R EO VERLOOP-T FFF 1X 3/4X1/2 GALVA;9,51;7,86;4,32;Sterck;LF7FIsS6Lh
008315;ATUSA NR.130R EO VERLOOP-T FFF 1X 3/4X3/4 GALVA;7,59;6,27;3,45;Sterck;LF7FIsS6Lh
008316;ATUSA NR.130R EO VERLOOP-T FFF 1X 3/4X1 GALVA;6,51;5,38;2,96;Sterck;LF7FIsS6Lh
008318;ATUSA NR.130R EO VERLOOP-T FFF 1X 1X1/2 GALVA;7,99;6,60;3,63;Sterck;LF7FIsS6Lh
008319;ATUSA NR.130R EO VERLOOP-T FFF 1X 1X3/4 GALVA;8,77;7,25;3,99;Sterck;LF7FIsS6Lh
008322;ATUSA NR.130R EO VERLOOP-T FFF 1X 6/4X1 GALVA;19,01;15,71;8,64;Sterck;LF7FIsS6Lh
008325;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X1/2X5/4 GALVA;10,15;8,39;4,61;Sterck;LF7FIsS6Lh
008327;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X3/4X3/4 GALVA;15,27;12,62;6,94;Sterck;LF7FIsS6Lh
008329;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X3/4X5/4 GALVA;10,74;8,88;4,88;Sterck;LF7FIsS6Lh
008332;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X1X1 GALVA;13,50;11,16;6,14;Sterck;LF7FIsS6Lh
008333;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X1X5/4 GALVA;11,97;9,89;5,44;Sterck;LF7FIsS6Lh
008334;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X5/4X1/2 GALVA;15,62;12,91;7,10;Sterck;LF7FIsS6Lh
008335;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X5/4X3/4 GALVA;18,17;15,02;8,26;Sterck;LF7FIsS6Lh
008336;ATUSA NR.130R EO VERLOOP-T FFF 5/4 X5/4X1 GALVA;15,32;12,66;6,96;Sterck;LF7FIsS6Lh
008341;ATUSA NR.130R EO VERLOOP-T FFF 6/4 X1/2X6/4 GALVA;13,65;11,28;6,20;Sterck;LF7FIsS6Lh
008343;ATUSA NR.130R EO VERLOOP-T FFF 6/4 X3/4X6/4 GALVA;14,77;12,21;6,72;Sterck;LF7FIsS6Lh
008344;ATUSA NR.130R EO VERLOOP-T FFF 6/4 X1X1 GALVA;18,37;15,18;8,35;Sterck;LF7FIsS6Lh
008346;ATUSA NR.130R EO VERLOOP-T FFF 6/4 X1X6/4 GALVA;15,96;13,19;7,25;Sterck;LF7FIsS6Lh
008348;ATUSA NR.130R EO VERLOOP-T FFF 6/4 X5/4X6/4 GALVA;21,73;17,96;9,88;Sterck;LF7FIsS6Lh
008355;ATUSA NR.130R EO VERLOOP-T FFF 2X 1/2X2 GALVA;20,15;16,65;9,16;Sterck;LF7FIsS6Lh
008357;ATUSA NR.130R EO VERLOOP-T FFF 2X 3/4X2 GALVA;26,21;21,66;11,91;Sterck;LF7FIsS6Lh
008359;ATUSA NR.130R EO VERLOOP-T FFF 2X 1X2 GALVA;20,34;16,81;9,25;Sterck;LF7FIsS6Lh
008363;ATUSA NR.130R EO VERLOOP-T FFF 2X 5/4X2 GALVA;26,21;21,66;11,91;Sterck;LF7FIsS6Lh
008366;ATUSA NR.130R EO VERLOOP-T FFF 2X 6/4X2 GALVA;30,19;24,95;13,72;Sterck;LF7FIsS6Lh
008371;ATUSA NR.130R EO VERLOOP-T FFF 2X 2X6/4 GALVA;33,78;27,92;15,36;Sterck;LF7FIsS6Lh
008399;ATUSA NR.132 FT 2-BOCHT-T 1/2 GAL VA;19,25;15,91;8,75;Sterck;LF7FIsS6Lh
008400;ATUSA NR.132 FT 2-BOCHT-T 3/4 GAL VA;21,25;17,56;9,66;Sterck;LF7FIsS6Lh
008406;ATUSA NR.13/4 FT T-STUK FFM 1/2 GALVA;8,72;7,21;3,97;Sterck;LF7FIsS6Lh
008407;ATUSA NR.13/4 FT T-STUK FFM 3/4 GALVA;11,82;9,77;5,37;Sterck;LF7FIsS6Lh
008422;ATUSA NR.180 EO KRUIS 1/2 GALVA;9,01;7,45;4,10;Sterck;LF7FIsS6Lh
008423;ATUSA NR.180 EO KRUIS 3/4 GALVA;13,50;11,16;6,14;Sterck;LF7FIsS6Lh
008424;ATUSA NR.180 EO KRUIS 1 GALVA;16,70;13,80;7,59;Sterck;LF7FIsS6Lh
008425;ATUSA NR.180 EO KRUIS 5/4 GALVA;22,41;18,52;10,19;Sterck;LF7FIsS6Lh
009382;"BUISLENGSEL GALVA 1/2""X40MM";0,93;0,77;0,42;Sterck;LF7FIsS6Lh
009383;"BUISLENGSEL GALVA 1/2""X50MM";1,00;0,83;0,46;Sterck;LF7FIsS6Lh
009384;"BUISLENGSEL GALVA 1/2""X60MM";1,00;0,83;0,46;Sterck;LF7FIsS6Lh
009385;"BUISLENGSEL GALVA 1/2""X80MM";1,16;0,96;0,53;Sterck;LF7FIsS6Lh
009386;"BUISLENGSEL GALVA 1/2""X100MM";1,38;1,14;0,63;Sterck;LF7FIsS6Lh
009387;"BUISLENGSEL GALVA 1/2""X120MM";1,56;1,29;0,71;Sterck;LF7FIsS6Lh
009388;"BUISLENGSEL GALVA 1/""2X150MM";1,94;1,60;0,88;Sterck;LF7FIsS6Lh
009401;"BUISLENGSEL GALVA 3/4""X40MM";1,19;0,98;0,54;Sterck;LF7FIsS6Lh
009402;"BUISLENGSEL GALVA 3/4""X50MM";1,23;1,02;0,56;Sterck;LF7FIsS6Lh
009403;"BUISLENGSEL GALVA 3/4""X60MM";1,23;1,02;0,56;Sterck;LF7FIsS6Lh
009404;"BUISLENGSEL GALVA 3/4""X80MM";1,49;1,23;0,68;Sterck;LF7FIsS6Lh
009405;"BUISLENGSEL GALVA 3/4""X100MM";1,59;1,31;0,72;Sterck;LF7FIsS6Lh
009406;BUISLENGSEL GALVA 34X120;1,96;1,62;0,89;Sterck;LF7FIsS6Lh
009407;BUISLENGSEL GALVA 34X150;2,34;1,93;1,06;Sterck;LF7FIsS6Lh
009420;BUISLENGSEL GALVA 1X40;1,98;1,64;0,90;Sterck;LF7FIsS6Lh
009421;BUISLENGSEL GALVA 1X50;1,68;1,39;0,76;Sterck;LF7FIsS6Lh
009422;BUISLENGSEL GALVA 1X60;1,68;1,39;0,76;Sterck;LF7FIsS6Lh
009423;BUISLENGSEL GALVA 1X80;1,96;1,62;0,89;Sterck;LF7FIsS6Lh
009424;BUISLENGSEL GALVA 1X100;2,44;2,02;1,11;Sterck;LF7FIsS6Lh
009425;BUISLENGSEL GALVA 1X120;2,87;2,37;1,30;Sterck;LF7FIsS6Lh
009426;BUISLENGSEL GALVA 1X150;3,50;2,89;1,59;Sterck;LF7FIsS6Lh
009439;BUISLENGSEL GALVA 54X40;3,80;3,14;1,73;Sterck;LF7FIsS6Lh
009440;BUISLENGSEL GALVA 54X50;3,55;2,93;1,61;Sterck;LF7FIsS6Lh
009441;BUISLENGSEL GALVA 54X60;3,55;2,93;1,61;Sterck;LF7FIsS6Lh
009442;BUISLENGSEL GALVA 54X80;3,22;2,66;1,46;Sterck;LF7FIsS6Lh
009443;BUISLENGSEL GALVA 54X100;3,45;2,85;1,57;Sterck;LF7FIsS6Lh
009444;BUISLENGSEL GALVA 54X120;3,78;3,12;1,72;Sterck;LF7FIsS6Lh
009445;BUISLENGSEL GALVA 54X150;4,71;3,89;2,14;Sterck;LF7FIsS6Lh
009450;BUISLENGSEL GALVA 64X40;4,17;3,45;1,90;Sterck;LF7FIsS6Lh
009451;BUISLENGSEL GALVA 64X50;4,17;3,45;1,90;Sterck;LF7FIsS6Lh
009452;BUISLENGSEL GALVA 64X60;4,17;3,45;1,90;Sterck;LF7FIsS6Lh
009453;BUISLENGSEL GALVA 64X80;4,17;3,45;1,90;Sterck;LF7FIsS6Lh
009455;BUISLENGSEL GALVA 64X110;3,90;3,22;1,77;Sterck;LF7FIsS6Lh
009456;BUISLENGSEL GALVA 64X120;4,53;3,74;2,06;Sterck;LF7FIsS6Lh
009457;BUISLENGSEL GALVA 64X150;5,43;4,49;2,47;Sterck;LF7FIsS6Lh
009463;BUISLENGSEL GALVA 2X50;9,99;8,26;4,54;Sterck;LF7FIsS6Lh
009466;BUISLENGSEL GALVA 2X100;5,13;4,24;2,33;Sterck;LF7FIsS6Lh
009467;BUISLENGSEL GALVA 2X120;5,66;4,68;2,57;Sterck;LF7FIsS6Lh
009468;BUISLENGSEL GALVA 2X150;7,20;5,95;3,27;Sterck;LF7FIsS6Lh
009454;BUISLENGSEL GALVA 64X100;4,20;3,47;1,91;Sterck;LF7FIsS6Lh
008172;ATUSA NR.85 EO EZELSRUG FF 3/8 GA LVA;10,15;8,39;4,61;Sterck;LF7FIsS6Lh
008173;ATUSA NR.85 EO EZELSRUG FF 1/2 GA LVA;7,64;6,31;3,47;Sterck;LF7FIsS6Lh
008174;ATUSA NR.85 EO EZELSRUG FF 3/4 GA LVA;11,53;9,53;5,24;Sterck;LF7FIsS6Lh
008175;ATUSA NR.85 EO EZELSRUG FF 1 GALV A;23,99;19,83;10,91;Sterck;LF7FIsS6Lh
008436;ATUSA NR.221 EO 3-WEGKNIE 1/2 GAL VA;8,43;6,97;3,83;Sterck;LF7FIsS6Lh
008437;ATUSA NR.221 EO 3-WEGKNIE 3/4 GAL VA;13,50;11,16;6,14;Sterck;LF7FIsS6Lh
008438;ATUSA NR.221 EO 3-WEGKNIE 1 GALVA;17,84;14,74;8,11;Sterck;LF7FIsS6Lh
008439;ATUSA NR.221 EO 3-WEGKNIE 5/4 GAL VA;31,63;26,14;14,38;Sterck;LF7FIsS6Lh
008440;ATUSA NR.221 EO 3-WEGKNIE 6/4 GAL VA;44,93;37,13;20,42;Sterck;LF7FIsS6Lh
008441;ATUSA NR.221 EO 3-WEGKNIE 2 GALVA;68,72;56,79;31,23;Sterck;LF7FIsS6Lh
008716;ATUSA NR.471 FT MUURPLAAT 1/2 GAL VA;11,97;9,89;5,44;Sterck;LF7FIsS6Lh
008717;ATUSA NR.471 FT MUURPLAAT 3/4 GAL VA;23,05;19,05;10,48;Sterck;LF7FIsS6Lh
008790;ATUSA NR.770A KNEL X KNEL 1/2 GAL VA;39,03;32,26;17,74;Sterck;LF7FIsS6Lh
008791;ATUSA NR.770A KNEL X KNEL 3/4 GAL VA;45,38;37,50;20,63;Sterck;LF7FIsS6Lh
008792;ATUSA NR.770A KNEL X KNEL 1 GALVA;53,66;44,35;24,39;Sterck;LF7FIsS6Lh
008793;ATUSA NR.770A KNEL X KNEL 5/4 GAL VA;70,25;58,06;31,93;Sterck;LF7FIsS6Lh
008794;ATUSA NR.770A KNEL X KNEL 6/4 GAL VA;92,70;76,61;42,14;Sterck;LF7FIsS6Lh
008763;ATUSA NR.730A T KNEL X F 1/2 GALV A;50,25;41,53;22,84;Sterck;LF7FIsS6Lh
008764;ATUSA NR.730A T KNEL X F 3/4 GALV A;61,66;50,96;28,03;Sterck;LF7FIsS6Lh
008765;ATUSA NR.730A T KNEL X F 1 GALVA;74,35;61,45;33,80;Sterck;LF7FIsS6Lh
008766;ATUSA NR.730A T KNEL X F 5/4 GALV A;98,55;81,45;44,80;Sterck;LF7FIsS6Lh
008767;ATUSA NR.730A T KNEL X F 6/4 GALV A;126,84;104,83;57,66;Sterck;LF7FIsS6Lh
008768;ATUSA NR.730A T KNEL X F 2 GALVA;147,34;121,77;66,97;Sterck;LF7FIsS6Lh
008774;ATUSA NR.740A KNEL X F 1/2 GALVA;27,42;22,66;12,46;Sterck;LF7FIsS6Lh
008775;ATUSA NR.740A KNEL X F 3/4 GALVA;31,22;25,80;14,19;Sterck;LF7FIsS6Lh
008776;ATUSA NR.740A KNEL X F 1 GALVA;35,13;29,03;15,97;Sterck;LF7FIsS6Lh
008777;ATUSA NR.740A KNEL X F 5/4 GALVA;51,23;42,34;23,29;Sterck;LF7FIsS6Lh
008778;ATUSA NR.740A KNEL X F 6/4 GALVA;63,43;52,42;28,83;Sterck;LF7FIsS6Lh
007484;ATUSA NR.1 EO BOCHT MF 1/2 ZWART;4,19;3,46;1,90;Sterck;LF7FIsS6Lh
007485;ATUSA NR.1 EO BOCHT MF 3/4 ZWART;7,30;6,03;3,32;Sterck;LF7FIsS6Lh
007486;ATUSA NR.1 EO BOCHT MF 1 ZWART;9,85;8,14;4,48;Sterck;LF7FIsS6Lh
007487;ATUSA NR.1 EO BOCHT MF 5/4 ZWART;17,45;14,42;7,93;Sterck;LF7FIsS6Lh
007488;ATUSA NR.1 EO BOCHT MF 6/4 ZWART;22,46;18,56;10,21;Sterck;LF7FIsS6Lh
007489;ATUSA NR.1 EO BOCHT MF 2 ZWART;37,23;30,77;16,92;Sterck;LF7FIsS6Lh
007503;ATUSA NR.2 EO BOCHT FF 1/2 ZWART;4,83;3,99;2,19;Sterck;LF7FIsS6Lh
007504;ATUSA NR.2 EO BOCHT FF 3/4 ZWART;7,49;6,19;3,40;Sterck;LF7FIsS6Lh
007505;ATUSA NR.2 EO BOCHT FF 1 ZWART;9,85;8,14;4,48;Sterck;LF7FIsS6Lh
007506;ATUSA NR.2 EO BOCHT FF 5/4 ZWART;17,48;14,45;7,95;Sterck;LF7FIsS6Lh
007507;ATUSA NR.2 EO BOCHT FF 6/4 ZWART;21,57;17,83;9,81;Sterck;LF7FIsS6Lh
007508;ATUSA NR.2 EO BOCHT FF 2 ZWART;29,75;24,59;13,52;Sterck;LF7FIsS6Lh
007559;ATUSA NR.90 EO KNIE FF 1/2 ZWART;1,39;1,15;0,63;Sterck;LF7FIsS6Lh
007560;ATUSA NR.90 EO KNIE FF 3/4 ZWART;2,26;1,87;1,03;Sterck;LF7FIsS6Lh
007561;ATUSA NR.90 EO KNIE FF 1 ZWART;3,45;2,85;1,57;Sterck;LF7FIsS6Lh
007562;ATUSA NR.90 EO KNIE FF 5/4 ZWART;6,75;5,58;3,07;Sterck;LF7FIsS6Lh
007563;ATUSA NR.90 EO KNIE FF 6/4 ZWART;10,83;8,95;4,92;Sterck;LF7FIsS6Lh
007564;ATUSA NR.90 EO KNIE FF 2 ZWART;12,51;10,34;5,69;Sterck;LF7FIsS6Lh
007566;ATUSA NR.90 EO KNIE FF 3 ZWART;51,13;42,26;23,24;Sterck;LF7FIsS6Lh
007585;ATUSA NR.92 EO KNIE MF 1/2 ZWART;1,78;1,47;0,81;Sterck;LF7FIsS6Lh
007586;ATUSA NR.92 EO KNIE MF 3/4 ZWART;2,73;2,26;1,24;Sterck;LF7FIsS6Lh
007587;ATUSA NR.92 EO KNIE MF 1 ZWART;4,40;3,64;2,00;Sterck;LF7FIsS6Lh
007588;ATUSA NR.92 EO KNIE MF 5/4 ZWART;8,03;6,64;3,65;Sterck;LF7FIsS6Lh
007589;ATUSA NR.92 EO KNIE MF 6/4 ZWART;11,72;9,69;5,33;Sterck;LF7FIsS6Lh
007590;ATUSA NR.92 EO KNIE MF 2 ZWART;15,27;12,62;6,94;Sterck;LF7FIsS6Lh
007592;ATUSA NR.92 EO KNIE MF 3 ZWART;50,69;41,89;23,04;Sterck;LF7FIsS6Lh
007654;ATUSA NR.130 EO T-STUK FFF 3/8 ZWART;3,16;2,61;1,44;Sterck;LF7FIsS6Lh
007655;ATUSA NR.130 EO T-STUK FFF 1/2 ZWART;2,02;1,67;0,92;Sterck;LF7FIsS6Lh
007656;ATUSA NR.130 EO T-STUK FFF 3/4 ZWART;3,45;2,85;1,57;Sterck;LF7FIsS6Lh
007657;ATUSA NR.130 EO T-STUK FFF 1 ZWART;5,02;4,15;2,28;Sterck;LF7FIsS6Lh
007658;ATUSA NR.130 EO T-STUK FFF 5/4 ZWART;9,22;7,62;4,19;Sterck;LF7FIsS6Lh
007659;ATUSA NR.130 EO T-STUK FFF 6/4 ZWART;14,04;11,60;6,38;Sterck;LF7FIsS6Lh
007660;ATUSA NR.130 EO T-STUK FFF 2 ZWART;20,19;16,69;9,18;Sterck;LF7FIsS6Lh
007937;ATUSA NR.280 EO NIPPEL MM 1/2 ZWART;1,49;1,23;0,68;Sterck;LF7FIsS6Lh
007938;ATUSA NR.280 EO NIPPEL MM 3/4 ZWART;2,02;1,67;0,92;Sterck;LF7FIsS6Lh
007939;ATUSA NR.280 EO NIPPEL MM 1 ZWART;2,78;2,30;1,26;Sterck;LF7FIsS6Lh
007940;ATUSA NR.280 EO NIPPEL MM 5/4 ZWART;4,88;4,03;2,22;Sterck;LF7FIsS6Lh
007941;ATUSA NR.280 EO NIPPEL MM 6/4 ZWART;5,77;4,77;2,62;Sterck;LF7FIsS6Lh
007942;ATUSA NR.280 EO NIPPEL MM 2 ZWART;10,10;8,35;4,59;Sterck;LF7FIsS6Lh
007944;ATUSA NR.280 EO NIPPEL MM 3 ZWART;22,07;18,24;10,03;Sterck;LF7FIsS6Lh
007918;ATUSA NR.270 EO MOF FF 1/2 ZWART;1,73;1,43;0,79;Sterck;LF7FIsS6Lh
007919;ATUSA NR.270 EO MOF FF 3/4 ZWART;2,26;1,87;1,03;Sterck;LF7FIsS6Lh
007920;ATUSA NR.270 EO MOF FF 1 ZWART;2,95;2,44;1,34;Sterck;LF7FIsS6Lh
007921;ATUSA NR.270 EO MOF FF 5/4 ZWART;4,88;4,03;2,22;Sterck;LF7FIsS6Lh
007922;ATUSA NR.270 EO MOF FF 6/4 ZWART;6,85;5,66;3,11;Sterck;LF7FIsS6Lh
007923;ATUSA NR.270 EO MOF FF 2 ZWART;10,30;8,51;4,68;Sterck;LF7FIsS6Lh
007835;ATUSA NR.241 EO REDUCTIE MF 3/8X1/8 ZWART;2,64;2,18;1,20;Sterck;LF7FIsS6Lh
007836;ATUSA NR.241 EO REDUCTIE MF 3/8X1/4 ZWART;1,90;1,57;0,86;Sterck;LF7FIsS6Lh
007838;ATUSA NR.241 EO REDUCTIE MF 1/2X1/4 ZWART;1,51;1,25;0,69;Sterck;LF7FIsS6Lh
007839;ATUSA NR.241 EO REDUCTIE MF 1/2X3/8 ZWART;1,43;1,18;0,65;Sterck;LF7FIsS6Lh
007840;ATUSA NR.241 EO REDUCTIE MF 3/4X1/4 ZWART;2,78;2,30;1,26;Sterck;LF7FIsS6Lh
007841;ATUSA NR.241 EO REDUCTIE MF 3/4X3/8 ZWART;2,18;1,80;0,99;Sterck;LF7FIsS6Lh
007842;ATUSA NR.241 EO REDUCTIE MF 3/4X1/2 ZWART;1,49;1,23;0,68;Sterck;LF7FIsS6Lh
007844;ATUSA NR.241 EO REDUCTIE MF 1X3/8 ZWART;3,55;2,93;1,61;Sterck;LF7FIsS6Lh
007845;ATUSA NR.241 EO REDUCTIE MF 1X1/2 ZWART;2,20;1,82;1,00;Sterck;LF7FIsS6Lh
007846;ATUSA NR.241 EO REDUCTIE MF 1X3/4 ZWART;2,02;1,67;0,92;Sterck;LF7FIsS6Lh
007847;ATUSA NR.241 EO REDUCTIE MF 5/4X3/8 ZWART;6,35;5,25;2,89;Sterck;LF7FIsS6Lh
007848;ATUSA NR.241 EO REDUCTIE MF 5/4X1/2 ZWART;4,15;3,43;1,89;Sterck;LF7FIsS6Lh
007849;ATUSA NR.241 EO REDUCTIE MF 5/4X3/4 ZWART;3,51;2,90;1,60;Sterck;LF7FIsS6Lh
007850;ATUSA NR.241 EO REDUCTIE MF 5/4X1 ZWART;2,66;2,20;1,21;Sterck;LF7FIsS6Lh
007851;ATUSA NR.241 EO REDUCTIE MF 6/4X1/2 ZWART;5,07;4,19;2,30;Sterck;LF7FIsS6Lh
007852;ATUSA NR.241 EO REDUCTIE MF 6/4X3/4 ZWART;5,82;4,81;2,65;Sterck;LF7FIsS6Lh
007853;ATUSA NR.241 EO REDUCTIE MF 6/4X1 ZWART;3,85;3,18;1,75;Sterck;LF7FIsS6Lh
007854;ATUSA NR.241 EO REDUCTIE MF 6/4X5/4 ZWART;3,94;3,26;1,79;Sterck;LF7FIsS6Lh
007855;ATUSA NR.241 EO REDUCTIE MF 2X1/2 ZWART;10,30;8,51;4,68;Sterck;LF7FIsS6Lh
007856;ATUSA NR.241 EO REDUCTIE MF 2X3/4 ZWART;10,20;8,43;4,64;Sterck;LF7FIsS6Lh
007857;ATUSA NR.241 EO REDUCTIE MF 2X1 ZWART;8,37;6,92;3,81;Sterck;LF7FIsS6Lh
007858;ATUSA NR.241 EO REDUCTIE MF 2X5/4 ZWART;7,99;6,60;3,63;Sterck;LF7FIsS6Lh
007859;ATUSA NR.241 EO REDUCTIE MF 2X6/4 ZWART;7,15;5,91;3,25;Sterck;LF7FIsS6Lh
007860;ATUSA NR.241 EO REDUCTIE MF 2 1/2 X1 ZWART;16,65;13,76;7,57;Sterck;LF7FIsS6Lh
007862;ATUSA NR.241 EO REDUCTIE MF 2 1/2 X6/4 ZWART;18,22;15,06;8,28;Sterck;LF7FIsS6Lh
007863;ATUSA NR.241 EO REDUCTIE MF 2 1/2 X2 ZWART;13,75;11,36;6,25;Sterck;LF7FIsS6Lh
007868;ATUSA NR.241 EO REDUCTIE MF 3X2 ZWART;18,03;14,90;8,20;Sterck;LF7FIsS6Lh
007869;ATUSA NR.241 EO REDUCTIE MF 3X2 1 /2 ZWART;20,34;16,81;9,25;Sterck;LF7FIsS6Lh
007888;ATUSA NR.245 EO RED.NIPPEL MM 6/4 X5/4 ZWART;7,10;5,87;3,23;Sterck;LF7FIsS6Lh
007889;ATUSA NR.245 EO RED.NIPPEL MM 2X1 ZWART;11,92;9,85;5,42;Sterck;LF7FIsS6Lh
007902;ATUSA NR.246 EO VERLOOPMOF FM 3/4 X1/2 ZWART;3,11;2,57;1,41;Sterck;LF7FIsS6Lh
007903;ATUSA NR.246 EO VERLOOPMOF FM 1X1 /2 ZWART;4,83;3,99;2,19;Sterck;LF7FIsS6Lh
007904;ATUSA NR.246 EO VERLOOPMOF FM 1X3 /4 ZWART;4,99;4,12;2,27;Sterck;LF7FIsS6Lh
007907;ATUSA NR.246 EO VERLOOPMOF FM 5/4 X1 ZWART;5,77;4,77;2,62;Sterck;LF7FIsS6Lh
007807;ATUSA NR.240 EO VERLOOPMOF FF 3/4 X1/2 ZWART;2,95;2,44;1,34;Sterck;LF7FIsS6Lh
007809;ATUSA NR.240 EO VERLOOPMOF FF 1X1 /2 ZWART;3,85;3,18;1,75;Sterck;LF7FIsS6Lh
007810;ATUSA NR.240 EO VERLOOPMOF FF 1X3 /4 ZWART;3,45;2,85;1,57;Sterck;LF7FIsS6Lh
007813;ATUSA NR.240 EO VERLOOPMOF FF 5/4 X3/4 ZWART;6,35;5,25;2,89;Sterck;LF7FIsS6Lh
007814;ATUSA NR.240 EO VERLOOPMOF FF 5/4 X1 ZWART;6,27;5,18;2,85;Sterck;LF7FIsS6Lh
007817;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X1 ZWART;7,64;6,31;3,47;Sterck;LF7FIsS6Lh
007818;ATUSA NR.240 EO VERLOOPMOF FF 6/4 X5/4 ZWART;8,28;6,84;3,76;Sterck;LF7FIsS6Lh
007956;ATUSA NR.290 EO STOP 1/2 ZWART;1,20;0,99;0,54;Sterck;LF7FIsS6Lh
007957;ATUSA NR.290 EO STOP 3/4 ZWART;1,68;1,39;0,76;Sterck;LF7FIsS6Lh
007958;ATUSA NR.290 EO STOP 1 ZWART;1,86;1,54;0,85;Sterck;LF7FIsS6Lh
007959;ATUSA NR.290 EO STOP 5/4 ZWART;3,35;2,77;1,52;Sterck;LF7FIsS6Lh
007960;ATUSA NR.290 EO STOP 6/4 ZWART;4,24;3,50;1,93;Sterck;LF7FIsS6Lh
007961;ATUSA NR.290 EO STOP 2 ZWART;7,49;6,19;3,40;Sterck;LF7FIsS6Lh
007987;ATUSA NR.300 EO DOP 1/2 ZWART;1,92;1,59;0,87;Sterck;LF7FIsS6Lh
007988;ATUSA NR.300 EO DOP 3/4 ZWART;2,26;1,87;1,03;Sterck;LF7FIsS6Lh
007989;ATUSA NR.300 EO DOP 1 ZWART;2,76;2,28;1,25;Sterck;LF7FIsS6Lh
007990;ATUSA NR.300 EO DOP 5/4 ZWART;4,24;3,50;1,93;Sterck;LF7FIsS6Lh
007991;ATUSA NR.300 EO DOP 6/4 ZWART;5,23;4,32;2,38;Sterck;LF7FIsS6Lh
007992;ATUSA NR.300 EO DOP 2 ZWART;9,66;7,98;4,39;Sterck;LF7FIsS6Lh
008046;ATUSA NR.340 EO KOPPELING FF 1/2 ZWART;7,68;6,35;3,49;Sterck;LF7FIsS6Lh
008047;ATUSA NR.340 EO KOPPELING FF 3/4 ZWART;8,68;7,17;3,94;Sterck;LF7FIsS6Lh
008048;ATUSA NR.340 EO KOPPELING FF 1 ZWART;10,10;8,35;4,59;Sterck;LF7FIsS6Lh
008049;ATUSA NR.340 EO KOPPELING FF 5/4 ZWART;16,65;13,76;7,57;Sterck;LF7FIsS6Lh
008050;ATUSA NR.340 EO KOPPELING FF 6/4 ZWART;19,57;16,17;8,89;Sterck;LF7FIsS6Lh
008051;ATUSA NR.340 EO KOPPELING FF 2 ZWART;32,07;26,50;14,58;Sterck;LF7FIsS6Lh
008057;ATUSA NR.341 EO KOPPELING MF 1/2 ZWART;7,54;6,23;3,43;Sterck;LF7FIsS6Lh
008058;ATUSA NR.341 EO KOPPELING MF 3/4 ZWART;9,11;7,53;4,14;Sterck;LF7FIsS6Lh
008059;ATUSA NR.341 EO KOPPELING MF 1 ZWART;11,28;9,32;5,13;Sterck;LF7FIsS6Lh
008060;ATUSA NR.341 EO KOPPELING MF 5/4 ZWART;17,84;14,74;8,11;Sterck;LF7FIsS6Lh
008061;ATUSA NR.341 EO KOPPELING MF 6/4 ZWART;22,81;18,85;10,37;Sterck;LF7FIsS6Lh
008062;ATUSA NR.341 EO KOPPELING MF 2 ZWART;36,40;30,08;16,54;Sterck;LF7FIsS6Lh
007608;ATUSA NR.96 EO KNIEKOPP. FF 3/8 ZWART;13,89;11,48;6,31;Sterck;LF7FIsS6Lh
