Productnummer;Omschrijving;Inclusieve winkelprijzen;Exclusieve winkelprijzen;Persoonlijke prijs;Leverancier;LeverancierId
048506;WAFIX PP BUIS ZWART 32X3,0 5M;18,09;14,95;8,97;Sterck;LF7FIsS6Lh
047621;WAFIX PP BUIS ZWART 40 X 3.0 5M;21,84;18,05;10,83;Sterck;LF7FIsS6Lh
009748;MABO BUIS ZWART 50 X 3,0 5M;25,23;20,85;11,47;Sterck;LF7FIsS6Lh
009749;MABO BUIS ZWART 75 X 3,0 5M;34,36;28,40;15,62;Sterck;LF7FIsS6Lh
009750;MABO BUIS ZWART 90 X 3,0 5M;47,49;39,25;21,59;Sterck;LF7FIsS6Lh
009751;MABO BUIS ZWART 110X3,4 5M;64,25;53,10;29,21;Sterck;LF7FIsS6Lh
009752;MABO BUIS ZWART 125 X 3,9 5M;77,08;63,70;35,04;Sterck;LF7FIsS6Lh
009746;MABO BUIS WIT 32 X 1,8 4M;13,31;11,00;6,05;Sterck;LF7FIsS6Lh
058104;MABO BUIS ZWART 40 X 3,0 5M;18,57;15,35;8,44;Sterck;LF7FIsS6Lh
009915;SMARTLINE PP BUIS 40X1,8 S16 1M GEBR. WIT;4,65;3,84;2,11;Sterck;LF7FIsS6Lh
009916;SMARTLINE PP BUIS 40X1,8 S16 3M GEBR. WIT;10,82;8,94;4,92;Sterck;LF7FIsS6Lh
009918;SMARTLINE PP BUIS 50X1,8 S16 1M GEBR. WIT;4,89;4,04;2,22;Sterck;LF7FIsS6Lh
009919;SMARTLINE PP BUIS 50X1,8 S16 3M GEBR. WIT;13,54;11,19;6,15;Sterck;LF7FIsS6Lh
009917;SMARTLINE PP BUIS 40X1,8 S16 1M CHROOM;31,10;25,70;14,14;Sterck;LF7FIsS6Lh
003850;PEHD BUIS 110MM LENGTE 5 M;62,42;51,59;30,95;Sterck;LF7FIsS6Lh
003851;PEHD BUIS 125MM LENGTE 5M;84,87;70,14;42,08;Sterck;LF7FIsS6Lh
003852;PEHD BUIS 160MM LENGTE 5M;135,98;112,38;67,43;Sterck;LF7FIsS6Lh
003853;PEHD BUIS 40MM LENGTE 5M;15,92;13,16;7,90;Sterck;LF7FIsS6Lh
003854;PEHD BUIS 50MM LENGTE 5M;20,01;16,54;9,92;Sterck;LF7FIsS6Lh
003855;PEHD BUIS 56MM LENGTE 5M;22,98;18,99;11,39;Sterck;LF7FIsS6Lh
003856;PEHD BUIS 63MM LENGTE 5 M;26,84;22,18;13,31;Sterck;LF7FIsS6Lh
003857;PEHD BUIS 75MM LENGTE 5M;32,36;26,74;16,04;Sterck;LF7FIsS6Lh
003858;PEHD BUIS 90MM LENGTE 5M;43,32;35,80;21,48;Sterck;LF7FIsS6Lh
031408;PEHD BUIS 315MM LENGTE 5M;444,26;367,16;220,30;Sterck;LF7FIsS6Lh
006290;BUIS GRIJS 40MM 4M DIKTE 3MM;18,08;14,94;8,22;Sterck;LF7FIsS6Lh
006291;BUIS GRIJS 50MM 4M DIKTE 3MM;22,87;18,90;10,40;Sterck;LF7FIsS6Lh
006292;BUIS GRIJS 75MM 4M DIKTE 3MM;31,51;26,04;14,32;Sterck;LF7FIsS6Lh
006293;PVC BUIS GRIJS 90MM 4M DIKTE 3MM;40,27;33,28;18,30;Sterck;LF7FIsS6Lh
004405;BUIS GRIJS 110MM 4M DIKTE 3,2MM;51,01;42,16;23,19;Sterck;LF7FIsS6Lh
004406;BUIS GRIJS 32MM 4M DIKTE 3MM (PER LENGTE);12,83;10,60;5,83;Sterck;LF7FIsS6Lh
006294;BUIS GRIJS BENOR 110MM 5M DIKTE 3,2MM;55,36;45,75;25,16;Sterck;LF7FIsS6Lh
006295;BUIS GRIJS BENOR 125MM 5M DIKTE 3,2MM;71,61;59,18;32,55;Sterck;LF7FIsS6Lh
006296;BUIS GRIJS BENOR 160MM 5M DIKTE 3,2MM;92,02;76,05;41,83;Sterck;LF7FIsS6Lh
004398;BUIS GRIJS BENOR 110MM 1M DIKTE 3,2MM;12,04;9,95;5,47;Sterck;LF7FIsS6Lh
004399;BUIS GRIJS BENOR 110MM 3M DIKTE 3,2MM;34,85;28,80;15,84;Sterck;LF7FIsS6Lh
004400;BUIS GRIJS BENOR 125MM 1M DIKTE 3,2MM;13,77;11,38;6,26;Sterck;LF7FIsS6Lh
004401;BUIS GRIJS BENOR 125MM 3M DIKTE 3,2MM;40,44;33,42;18,38;Sterck;LF7FIsS6Lh
004402;BUIS GRIJS BENOR 160MM 3M DIKTE 3,2MM;54,01;44,64;24,55;Sterck;LF7FIsS6Lh
004403;AFVOERBUIS REGEN D-GRIJS 100MM 4M 1,4MM;22,07;18,24;10,03;Sterck;LF7FIsS6Lh
004404;AFVOERBUIS REGEN D-GRIJS 80MM 4M 1,3MM;16,94;14,00;7,70;Sterck;LF7FIsS6Lh
009858;PVC BUIS WIT 32X1,8 1M;2,26;1,87;1,12;Sterck;LF7FIsS6Lh
009859;PVC BUIS WIT 32X1,8 2M;3,90;3,22;1,93;Sterck;LF7FIsS6Lh
009860;PVC BUIS WIT 32X1,8 3M;5,59;4,62;2,77;Sterck;LF7FIsS6Lh
009861;PVC BUIS WIT 40X1,8 1M;2,81;2,32;1,39;Sterck;LF7FIsS6Lh
009862;PVC BUIS WIT 40X1,8 2M;4,86;4,02;2,41;Sterck;LF7FIsS6Lh
009863;PVC BUIS WIT 40X1,8 3M;6,97;5,76;3,46;Sterck;LF7FIsS6Lh
009864;PVC BUIS WIT 50X1,8 1M;3,47;2,87;1,72;Sterck;LF7FIsS6Lh
009865;PVC BUIS WIT 50X1,8 2M;6,03;4,98;2,99;Sterck;LF7FIsS6Lh
009866;PVC BUIS WIT 50X1,8 3M;8,75;7,23;4,34;Sterck;LF7FIsS6Lh
009867;PVC BUIS WIT 75X1,8 1M;5,84;4,83;2,90;Sterck;LF7FIsS6Lh
009868;PVC BUIS WIT 75X1,8 2M;9,46;7,82;4,69;Sterck;LF7FIsS6Lh
009869;PVC BUIS WIT 75X1,8 3M;13,39;11,07;6,64;Sterck;LF7FIsS6Lh
009870;PVC BUIS WIT 90X1,8 1M;6,62;5,47;3,28;Sterck;LF7FIsS6Lh
009871;PVC BUIS WIT 90X1,8 2M;11,35;9,38;5,63;Sterck;LF7FIsS6Lh
009872;PVC BUIS WIT 90X1,8 3M;16,23;13,41;8,05;Sterck;LF7FIsS6Lh
006348;LOCTITE 55 150M 32561A488503;21,08;17,42;10,45;Sterck;LF7FIsS6Lh
006921;KOLMAT AFDICHTINGSPASTA 300G TUBE;7,90;6,53;3,92;Sterck;LF7FIsS6Lh
006922;KOLMAT AFDICHTINGSPASTA 875G;16,13;13,33;8,00;Sterck;LF7FIsS6Lh
010577;KEMP STRENG 100GR;2,37;1,96;1,18;Sterck;LF7FIsS6Lh
010579;KEMP POTJE 80GR;4,78;3,95;2,37;Sterck;LF7FIsS6Lh
009488;TEFLON - ROLLETJE 0,075MM;0,71;0,59;0,35;Sterck;LF7FIsS6Lh
011323;FLON -100 KOORD AFDICHTEN SCHROEFDRAADVERBINDINGEN;24,68;20,40;12,24;Sterck;LF7FIsS6Lh
006889;GASLEKZOEKER 400 ML SPUITBUS;8,63;7,13;4,28;Sterck;LF7FIsS6Lh
010582;ACRYL BOBIJN;3,45;2,85;1,71;Sterck;LF7FIsS6Lh
005642;ROTEST GASLEKZOEKSPRAY SPUITBUS 400G;10,29;8,50;7,65;Sterck;LF7FIsS6Lh
004855;"KLINGERIT JOINT GROEN 2""""";1,49;1,23;0,76;Sterck;LF7FIsS6Lh
004856;"KLINGERIT JOINT GROEN 6/4""""";0,87;0,72;0,45;Sterck;LF7FIsS6Lh
004857;"KLINGERIT JOINT GROEN 5/4""""";0,47;0,39;0,24;Sterck;LF7FIsS6Lh
004858;"KLINGERIT JOINT GROEN 3/4""""";0,25;0,21;0,13;Sterck;LF7FIsS6Lh
004859;"KLINGERIT JOINT GROEN 1""""";0,25;0,21;0,13;Sterck;LF7FIsS6Lh
004860;"KLINGERIT JOINT GROEN 3/8""""";0,11;0,09;0,06;Sterck;LF7FIsS6Lh
004861;"KLINGERIT JOINT GROEN 1/2""""";0,18;0,15;0,09;Sterck;LF7FIsS6Lh
010068;DEPANAGE KOFFER MAXI;216,29;178,75;114,40;Sterck;LF7FIsS6Lh
006885;BLUE GEL KIWA 800 G POT;15,04;12,43;7,46;Sterck;LF7FIsS6Lh
006897;LUBRIFIANT UNIVERSEL 700 G POT;15,97;13,20;7,92;Sterck;LF7FIsS6Lh
006910;PVC TAPE BLAUW/BLEU 20 M X 5 CM ROL;4,36;3,60;2,16;Sterck;LF7FIsS6Lh
006912;PVC TAPE GRIJS/GRIS 20 M X 5 CM ROL;4,36;3,60;2,16;Sterck;LF7FIsS6Lh
006914;PVC TAPE GEEL/JAUNE 20 M X 5 CM ROL;4,59;3,79;2,27;Sterck;LF7FIsS6Lh
006916;PVC TAPE ZWART/NOIR 20 M X 5 CM ROL;4,63;3,83;2,30;Sterck;LF7FIsS6Lh
006918;PVC TAPE ROOD/ROUGE 20 M X 5 CM ROL;4,63;3,83;2,30;Sterck;LF7FIsS6Lh
006890;JITRA 70 6300035 10M X 5CM;12,34;10,20;6,12;Sterck;LF7FIsS6Lh
006891;JITRA 70 6300034 10M X 10CM;23,84;19,70;11,82;Sterck;LF7FIsS6Lh
006892;JITRA ALU-HT;31,86;26,33;15,80;Sterck;LF7FIsS6Lh
006893;JITRAKOR RC 6300047 10M X 5CM;15,34;12,68;7,61;Sterck;LF7FIsS6Lh
006894;JITRAKOR RC 6300048 10M X 10CM;29,74;24,58;14,75;Sterck;LF7FIsS6Lh
006895;JITRASHRINK 65/21;16,15;13,35;8,01;Sterck;LF7FIsS6Lh
006896;JITRASHRINK 110/37;30,77;25,43;15,26;Sterck;LF7FIsS6Lh
006898;MASTIGUM 1 KG POT;11,59;9,58;5,75;Sterck;LF7FIsS6Lh
003881;ROL GEBOMASTIC;7,49;6,19;3,71;Sterck;LF7FIsS6Lh
011122;ZINKSOLDEER SN50% PRIJS PER KG;17,01;14,06;8,44;Sterck;LF7FIsS6Lh
011324;S-39 VERTINNINGSPASTA FLACON MET KWAST 125G;14,52;12,00;7,20;Sterck;LF7FIsS6Lh
004342;SILIRUB 2 S SANITAIR GRIJS 310ML;6,35;5,25;3,15;Sterck;LF7FIsS6Lh
004343;SILIRUB 2 S SANITAIR WIT 310ML;6,35;5,25;3,15;Sterck;LF7FIsS6Lh
004344;SILIRUB 2 S SANITAIR TRANSPARANT 310ML;6,35;5,25;3,15;Sterck;LF7FIsS6Lh
006900;S-200 SILICONE SEALANT 310 ML KOKER TRAN;13,07;10,80;6,48;Sterck;LF7FIsS6Lh
006901;S-200 SILICONE SEALANT 310 ML KOKER WIT;13,07;10,80;6,48;Sterck;LF7FIsS6Lh
006380;TEC 7 CLEANER 500 ML;11,77;9,73;5,84;Sterck;LF7FIsS6Lh
006902;SILCONESPRAY HR260 300 ML SPUITBUS;9,98;8,25;4,95;Sterck;LF7FIsS6Lh
006907;SILICONE REMOVER / ENLEVE JOINT 25 0ML POT/KWAST;9,80;8,10;4,86;Sterck;LF7FIsS6Lh
006909;SILICONE FINISH 400ML SPUITBUS;10,53;8,70;5,22;Sterck;LF7FIsS6Lh
006903;SILICONENVET/KRANENVET 15 G TUBE;4,88;4,03;2,42;Sterck;LF7FIsS6Lh
004345;ALL FIX 290ML  WIT;12,56;10,38;6,23;Sterck;LF7FIsS6Lh
006355;TEC 7 ZWART 310 ML;15,37;12,70;7,62;Sterck;LF7FIsS6Lh
006356;TEC 7 WIT 310 ML;15,37;12,70;7,62;Sterck;LF7FIsS6Lh
006357;TEC 7 GRIJS 310 ML;15,37;12,70;7,62;Sterck;LF7FIsS6Lh
006358;TEC 7 BRUIN 310 ML;15,37;12,70;7,62;Sterck;LF7FIsS6Lh
006369;TRANS 7 CLEAR 310 ML;17,06;14,10;8,46;Sterck;LF7FIsS6Lh
006904;POLY MAX LIJMKIT FIX & SEAL 420G KOKER WIT;12,46;10,30;6,18;Sterck;LF7FIsS6Lh
006905;POLY MAX LIJMKIT FIX & SEAL 420G KOKER ZWART;12,46;10,30;6,18;Sterck;LF7FIsS6Lh
006906;POLY MAX LIJMKIT FIX & SEAL 300G KOKER TRANSPARANT;13,10;10,83;6,50;Sterck;LF7FIsS6Lh
006923;POLY MAX EXPRESS WIT CRT 495G;13,10;10,83;6,50;Sterck;LF7FIsS6Lh
006924;POLY MAX HIGH TACK WIT CRT;13,77;11,38;6,83;Sterck;LF7FIsS6Lh
026271;LOCTITE 3090 2-K SNELLIJM;25,83;21,35;12,81;Sterck;LF7FIsS6Lh
004561;TUBE SNELDROGENDE PVC LIJM 125G;6,22;5,14;3,08;Sterck;LF7FIsS6Lh
004681;LIJM T88/1L;36,01;29,76;17,86;Sterck;LF7FIsS6Lh
004682;LIJM T88/100 GRS;7,74;6,40;4,10;Sterck;LF7FIsS6Lh
004683;LIJM T88/250ML;10,83;8,95;5,37;Sterck;LF7FIsS6Lh
004684;LIJM T88/500ML;19,38;16,02;9,61;Sterck;LF7FIsS6Lh
006372;2-K MIX 7 FAST 250 ML;64,37;53,20;31,92;Sterck;LF7FIsS6Lh
006370;MIX 7 MENGPISTOOL;64,19;53,05;31,83;Sterck;LF7FIsS6Lh
040194;SPUITMORTEL HWK PRO 300 VE-SF;12,10;10,00;10,00;Sterck;LF7FIsS6Lh
041862;NETJE VOOR SPUITMORTEL DIAM 16X85 PER STUK;2,18;1,80;1,80;Sterck;LF7FIsS6Lh
004347;CALOFER KACHELKIT CARTOUCHE 310ML;6,11;5,05;3,03;Sterck;LF7FIsS6Lh
006361;TECGUN PISTOOL;35,25;29,13;17,48;Sterck;LF7FIsS6Lh
004560;ONTVETTINGSMIDDEL 1 LITER;22,49;18,59;11,15;Sterck;LF7FIsS6Lh
006899;PRIMOR 300 ML SPUITBUS;9,20;7,60;4,56;Sterck;LF7FIsS6Lh
027252;HP7 1L;9,98;8,25;4,95;Sterck;LF7FIsS6Lh
011278;PUR 7 FIRE 750ML;12,67;10,47;6,28;Sterck;LF7FIsS6Lh
004346;PROMOSET VOLLEDIGE BOX SOUDAFOAM X-TRA;165,02;136,38;81,83;Sterck;LF7FIsS6Lh
006379;PUR 7 750 ML;12,34;10,20;6,12;Sterck;LF7FIsS6Lh
019059;PUR 7 PISTOOL;38,36;31,70;31,70;Sterck;LF7FIsS6Lh
045600;PUR 7 REINIGER 500ML;8,07;6,67;4,66;Sterck;LF7FIsS6Lh
004339;REINIGINGSMIDDEL CLICK & CLEAN 500ML;9,14;7,55;4,53;Sterck;LF7FIsS6Lh
006373;ROOF 7 310 ML 310 ML;6,09;5,03;3,02;Sterck;LF7FIsS6Lh
006377;ROOF 7 TAPE 50 MM 10 M;25,99;21,48;12,89;Sterck;LF7FIsS6Lh
006378;ROOF 7 TAPE 100 MM ROL 10 M;38,12;31,50;18,90;Sterck;LF7FIsS6Lh
032020;HBS200 LIQUID RUBBER POT 1L;54,97;45,43;27,26;Sterck;LF7FIsS6Lh
032024;HBS-200 LIQUID RUBBER EMMER 5L;222,68;184,03;110,42;Sterck;LF7FIsS6Lh
032025;GEOTEXTILE 15CM ROL 20M;19,34;15,98;9,59;Sterck;LF7FIsS6Lh
004349;GEB STEARINE BROOD 500GR;12,40;10,25;6,15;Sterck;LF7FIsS6Lh
004350;GEB RETOUCHEERMIDDEL VOOR EMAIL 20ML WIT;5,99;4,95;2,97;Sterck;LF7FIsS6Lh
004351;GEB STOPLEKVLOEISTOF VOOR CV 2L;35,82;29,60;17,76;Sterck;LF7FIsS6Lh
006359;GT 7 200 ML SPRAY;5,02;4,15;2,49;Sterck;LF7FIsS6Lh
006360;GT 7 600 ML SPRAY;8,32;6,88;4,13;Sterck;LF7FIsS6Lh
006886;EPOXY REPAIR STICK 114 G KOKER;17,16;14,18;8,51;Sterck;LF7FIsS6Lh
006837;BIS RAPIDRAIL 2MTR *WM1*  30X15MM;14,93;12,34;6,79;Sterck;LF7FIsS6Lh
006838;BIS RAPIDRAIL 2 MTR *WM15*  30X20MM;16,99;14,04;7,72;Sterck;LF7FIsS6Lh
006870;KIT CONSOLE ISO WM2 300MM;67,76;56,00;35,84;Sterck;LF7FIsS6Lh
006839;WM RAPIDRAIL SCHUIFMOER M8;1,00;0,83;0,46;Sterck;LF7FIsS6Lh
006840;WM RAPIDRAIL SCHUIFMOER M10;1,00;0,83;0,46;Sterck;LF7FIsS6Lh
006841;BIS RAPIDRAIL HAMMERFIX  M8X25MM;1,14;0,94;0,52;Sterck;LF7FIsS6Lh
006842;BIS RAPIDRAIL HAMMERFIX  M8X40MM;1,14;0,94;0,52;Sterck;LF7FIsS6Lh
006843;BIS RAPIDRAIL HAMMERFIX  M8X50MM;1,33;1,10;0,61;Sterck;LF7FIsS6Lh
006844;BIS RAPIDRAIL HAMMERFIX M10X25MM;1,29;1,07;0,59;Sterck;LF7FIsS6Lh
006845;BIS RAPIDRAIL HAMMERFIX M10X40MM;1,33;1,10;0,61;Sterck;LF7FIsS6Lh
006853;BIS RAPIDRAIL WANDKONSOLE WM2  400MM;18,15;15,00;8,25;Sterck;LF7FIsS6Lh
006854;WM RAPIDRAIL WANDKONSOLE WM2  500MM;19,84;16,40;9,02;Sterck;LF7FIsS6Lh
006855;BIS RAPIDRAIL WANDPLAAT;15,03;12,42;6,83;Sterck;LF7FIsS6Lh
006846;BIS RAPIDRAIL VERBINDER    200MM;10,62;8,78;4,83;Sterck;LF7FIsS6Lh
006847;BIS RAPIDRAIL BALKKLEM  30X75MM;7,74;6,40;3,52;Sterck;LF7FIsS6Lh
006848;BIS RAPIDRAIL HOEKSTUK 90∞ LANGXLANG;9,64;7,97;4,38;Sterck;LF7FIsS6Lh
006849;BIS RAPIDRAIL HOEKSTUK 135∞ LANGXLANG;8,83;7,30;4,02;Sterck;LF7FIsS6Lh
006850;BIS RAPIDRAIL EINDDOP WM0+15  27X18MM;0,45;0,37;0,23;Sterck;LF7FIsS6Lh
006851;BIS RAPIDRAIL EINDDOP WM1  30X15MM;0,45;0,37;0,20;Sterck;LF7FIsS6Lh
006852;BIS RAPIDRAIL WANDKONSOLE WM1  300MM;14,02;11,59;6,37;Sterck;LF7FIsS6Lh
006856;BIS RAPIDRAIL KLEMFLENS;8,36;6,91;3,80;Sterck;LF7FIsS6Lh
006857;WM RAPID DAKPLAATKLEM M10;5,52;4,56;2,51;Sterck;LF7FIsS6Lh
006858;WM BISCLIP RTB 13 13MM;4,17;3,45;2,21;Sterck;LF7FIsS6Lh
006868;BIS RAPIDRAIL KOGELSCHARNIEREN L50  M8x15MM;6,32;5,22;2,87;Sterck;LF7FIsS6Lh
011293;TORRO SLANGKLEM INOX DIN 3017-BS430S15 50-70 MM;1,69;1,40;0,84;Sterck;LF7FIsS6Lh
011294;TORRO SLANGKLEM INOX DIN 3017-BS430S15 90-110 MM;1,95;1,61;0,97;Sterck;LF7FIsS6Lh
006872;IDEAL SLANGKLEM 12-20 MM INOX;7,47;6,17;3,70;Sterck;LF7FIsS6Lh
006873;IDEAL SLANGKLEM 16-25 MM INOX;7,82;6,46;3,88;Sterck;LF7FIsS6Lh
006874;IDEAL SLANGKLEM 20-32 MM INOX;7,95;6,57;3,94;Sterck;LF7FIsS6Lh
006875;IDEAL SLANGKLEM 25-40 MM INOX;8,97;7,41;4,45;Sterck;LF7FIsS6Lh
006876;IDEAL SLANGKLEM 40-60 MM INOX;9,79;8,09;4,85;Sterck;LF7FIsS6Lh
006877;IDEAL SLANGKLEM 60-80 MM;9,67;7,99;4,79;Sterck;LF7FIsS6Lh
006878;IDEAL SLANGKLEM 80-100MM INOX;11,01;9,10;5,46;Sterck;LF7FIsS6Lh
006879;IDEAL SLANGKLEM 100-120 MM INOX;12,91;10,67;6,40;Sterck;LF7FIsS6Lh
006880;IDEAL SLANGKLEM 120-140 MM INOX;16,59;13,71;8,23;Sterck;LF7FIsS6Lh
006881;IDEAL SLANGKLEM 140-160 MM INOX;21,20;17,52;10,51;Sterck;LF7FIsS6Lh
006882;IDEAL SLANGKLEM 160-180 MM INOX;22,41;18,52;11,11;Sterck;LF7FIsS6Lh
006883;IDEAL SLANGKLEM 180-200 MM INOX;24,89;20,57;12,34;Sterck;LF7FIsS6Lh
006884;IDEAL SLANGKLEM 200-220 MM INOX;26,50;21,90;13,14;Sterck;LF7FIsS6Lh
006363;FAST 7 BLAUW 50 CM;2,84;2,35;1,41;Sterck;LF7FIsS6Lh
006364;FAST 7 GEEL 100 CM;4,63;3,83;2,30;Sterck;LF7FIsS6Lh
006365;FAST 7 ROOD 200 CM;7,42;6,13;3,68;Sterck;LF7FIsS6Lh
006366;FAST 7 ZWART 300 CM;10,71;8,85;5,31;Sterck;LF7FIsS6Lh
006367;HANDY FAST 7 ROOD 200 CM X 25 MM;9,80;8,10;4,86;Sterck;LF7FIsS6Lh
006384;DRAADSTANGEN 4.8 DIN 976 M 6X1000 ZN;0,86;0,71;0,43;Sterck;LF7FIsS6Lh
006385;DRAADSTANGEN 4.8 DIN 976 M 7X1000 ZN;2,20;1,82;1,09;Sterck;LF7FIsS6Lh
006386;DRAADSTANGEN 4.8 DIN 976 M 8X1000 ZN;1,73;1,43;0,86;Sterck;LF7FIsS6Lh
006387;DRAADSTANGEN 4.8 DIN 976 M 10X1000 ZN;2,64;2,18;1,31;Sterck;LF7FIsS6Lh
006388;DRAADSTANGEN 4.8 DIN 976 M 12X1000 ZN;2,98;2,46;1,48;Sterck;LF7FIsS6Lh
006421;ZESKANTMOER |8| DIN 934 M 5 ZN;2,15;1,78;1,07;Sterck;LF7FIsS6Lh
006422;ZESKANTMOER |8| DIN 934 M 6 ZN;3,21;2,65;1,59;Sterck;LF7FIsS6Lh
006423;ZESKANTMOER |8| DIN 934 M 8 ZN;5,47;4,52;2,71;Sterck;LF7FIsS6Lh
006424;ZESKANTMOER |8| DIN 934 M 10 ZN;13,85;11,45;6,87;Sterck;LF7FIsS6Lh
006425;ZESKANTMOER |8| DIN 934 M 12 ZN;10,10;8,35;5,01;Sterck;LF7FIsS6Lh
006458;HOGE ZESKANTMOER H=3D DIN 6334 M 6 ZN (PER STUK);0,12;0,10;0,06;Sterck;LF7FIsS6Lh
006459;HOGE ZESKANTMOER H=3D DIN 6334 M 8 ZN (PER STUK);0,24;0,20;0,12;Sterck;LF7FIsS6Lh
006460;HOGE ZESKANTMOER H=3D DIN 6334 M 10 ZN (PER STUK);0,47;0,39;0,23;Sterck;LF7FIsS6Lh
006461;HOGE ZESKANTMOER H=3D DIN 6334 M 12 ZN (PER STUK);0,67;0,55;0,33;Sterck;LF7FIsS6Lh
006390;SLUITRINGEN DIN 125A M 8 ZN (8,4/17/1,6);3,25;2,69;1,61;Sterck;LF7FIsS6Lh
006391;SLUITRINGEN DIN 125A M 10 ZN (10,5/21/2,0);5,46;4,51;2,71;Sterck;LF7FIsS6Lh
006418;SLUITRINGEN DIN 125A M 5 ZN (5,3/10/1,0);0,86;0,71;0,43;Sterck;LF7FIsS6Lh
006419;SLUITRINGEN DIN 125A M 6 ZN (6,4/12,5/1,6);1,91;1,58;0,95;Sterck;LF7FIsS6Lh
006420;SLUITRINGEN DIN 125A M 12 ZN (13/24/2,5);9,62;7,95;4,77;Sterck;LF7FIsS6Lh
006454;CARROSSERIESLUITRING M 6X25 ZN (1,50);9,38;7,75;4,65;Sterck;LF7FIsS6Lh
006455;CARROSSERIESLUITRING M 8X30 ZN (1,50);13,31;11,00;6,60;Sterck;LF7FIsS6Lh
006456;CARROSSERIESLUITRING M 10X36 ZN (1,50);7,90;6,53;3,92;Sterck;LF7FIsS6Lh
006389;HOUTDRAADBOUT DIN 571 * 8,00X60 ZN;27,35;22,60;13,56;Sterck;LF7FIsS6Lh
006432;HOUTDRAADBOUT DIN 571 * 6,00X40 ZN;11,50;9,50;5,70;Sterck;LF7FIsS6Lh
006433;HOUTDRAADBOUT DIN 571 * 6,00X50 ZN;13,43;11,10;6,66;Sterck;LF7FIsS6Lh
006434;HOUTDRAADBOUT DIN 571 * 7,00X50 ZN;8,87;7,33;4,40;Sterck;LF7FIsS6Lh
006435;HOUTDRAADBOUT DIN 571 * 7,00X70 ZN;11,29;9,33;5,60;Sterck;LF7FIsS6Lh
006436;HOUTDRAADBOUT DIN 571 * 7,00X90 ZN;13,19;10,90;6,54;Sterck;LF7FIsS6Lh
006437;HOUTDRAADBOUT DIN 571 * 7,00X110 ZN;17,00;14,05;8,43;Sterck;LF7FIsS6Lh
006438;HOUTDRAADBOUT DIN 571 * 7,00X130 ZN;18,21;15,05;9,03;Sterck;LF7FIsS6Lh
006439;HOUTDRAADBOUT DIN 571 * 8,00X80 ZN;34,06;28,15;16,89;Sterck;LF7FIsS6Lh
006440;HOUTDRAADBOUT DIN 571 * 8,00X100 ZN;17,42;14,40;8,64;Sterck;LF7FIsS6Lh
006457;HOUTDRAADBOUT DIN 571 * 8,00X30 ZN;15,37;12,70;7,62;Sterck;LF7FIsS6Lh
006392;SPAANDERPLAATSCHROEF VZK-Z * 5,00X30 ZNGEEL;6,29;5,20;3,12;Sterck;LF7FIsS6Lh
006393;SPAANDERPLAATSCHROEF VZK-Z * 5,00X45 ZNGEEL;8,65;7,15;4,29;Sterck;LF7FIsS6Lh
006394;SPAANDERPLAATSCHROEF VZK-Z * 3,00X16 ZNGEEL;2,27;1,88;1,13;Sterck;LF7FIsS6Lh
006395;SPAANDERPLAATSCHROEF VZK-Z * 4,00X20 ZNGEEL;3,36;2,78;1,67;Sterck;LF7FIsS6Lh
006396;SPAANDERPLAATSCHROEF VZK-Z * 4,00X30 ZNGEEL;4,17;3,45;2,07;Sterck;LF7FIsS6Lh
006397;SPAANDERPLAATSCHROEF VZK-Z * 4,00X35 ZNGEEL;4,66;3,85;2,31;Sterck;LF7FIsS6Lh
006398;SPAANDERPLAATSCHROEF VZK-Z * 4,00X40 ZNGEEL;5,30;4,38;2,63;Sterck;LF7FIsS6Lh
006399;SPAANDERPLAATSCHROEF VZK-Z * 4,50X30 ZNGEEL;4,53;3,74;2,24;Sterck;LF7FIsS6Lh
006400;SPAANDERPLAATSCHROEF VZK-Z * 4,50X40 ZNGEEL;6,53;5,40;3,24;Sterck;LF7FIsS6Lh
006401;SPAANDERPLAATSCHROEF VZK-Z * 4,50X50 ZNGEEL;6,96;5,75;3,45;Sterck;LF7FIsS6Lh
006402;SPAANDERPLAATSCHROEF VZK-Z * 4,50X60 ZNGEEL;9,44;7,80;4,68;Sterck;LF7FIsS6Lh
006403;SPAANDERPLAATSCHROEF VZK-Z * 5,00X25 ZNGEEL;5,45;4,50;2,70;Sterck;LF7FIsS6Lh
006404;SPAANDERPLAATSCHROEF VZK-Z * 5,00X70 ZNGEEL;12,77;10,55;6,33;Sterck;LF7FIsS6Lh
006405;SPAANDERPLAATSCHROEF VZK-Z * 5,00X80 ZNGEEL;14,76;12,20;7,32;Sterck;LF7FIsS6Lh
006406;SPAANDERPLAATSCHROEF VZK-Z * 5,00X100 ZNGEEL;19,72;16,30;9,78;Sterck;LF7FIsS6Lh
006407;SPAANDERPLAATSCHROEF VZK-Z * 5,00X120 ZNGEEL;26,02;21,50;12,90;Sterck;LF7FIsS6Lh
006408;SPAANDERPLAATSCHROEF VZK-Z * 3,00X16 INOX A2;3,88;3,21;1,93;Sterck;LF7FIsS6Lh
006409;SPAANDERPLAATSCHROEF VZK-Z * 4,00X30 INOX A2;9,62;7,95;4,77;Sterck;LF7FIsS6Lh
006410;SPAANDERPLAATSCHROEF VZK-Z * 4,00X40 INOX A2;12,83;10,60;6,36;Sterck;LF7FIsS6Lh
006411;SPAANDERPLAATSCHROEF VZK-Z * 4,00X45 INOX A2;13,92;11,50;6,90;Sterck;LF7FIsS6Lh
